Date,0,1,2,3
1941-10-13,651,7225,5825,8229
1941-10-14,652,12857,21623,28044
1941-10-15,653,16418,7593,21471
1941-10-16,654,21351,9846,29142
1941-10-17,655,28351,290,28261
1941-10-18,656,19586,291,27928
1941-10-19,657,4887,15996,12648
1941-10-20,658,14689,22298,8693
1941-10-21,659,18859,5711,22268
1941-10-22,660,2759,24492,21173
1941-10-23,661,5713,22362,23823
1941-10-24,662,6810,23916,4161
1941-10-25,663,5868,18407,510
1941-10-26,664,7330,5869,23826
1941-10-27,665,3008,26810,21370
1941-10-28,666,1874,9916,15601
1941-10-29,667,8794,3436,16463
1941-10-30,668,28578,24287,4747
1941-10-31,669,21604,10418,18722
1941-11-01,670,4707,13240,9847
1941-11-02,671,16102,3384,1130
1941-11-03,672,23985,30012,13029
1941-11-04,673,21734,8730,5514
1941-11-05,674,28704,25022,1152
1941-11-06,675,22329,28913,3232
1941-11-07,676,21647,8816,23561
1941-11-08,677,6172,29403,3604
1941-11-09,678,26780,19561,18833
1941-11-10,679,26504,2228,29770
1941-11-11,680,27225,6675,3341
1941-11-12,681,27949,10756,51
1941-11-13,682,5430,16904,3543
1941-11-14,683,24184,27181,4729
1941-11-15,684,28229,7197,21959
1941-11-16,685,15963,12160,5645
1941-11-17,686,9238,25460,13561
1941-11-18,687,13927,23270,21292
1941-11-19,688,19820,28695,27224
1941-11-20,689,22833,10192,20275
1941-11-21,690,841,15025,29117
1941-11-22,691,26484,23583,3896
1941-11-23,692,18529,1848,18104
1941-11-24,693,29722,28248,11808
1941-11-25,694,3981,14511,17951
1941-11-26,695,17952,11513,13966
1941-11-27,696,25814,29996,14065
1941-11-28,697,26051,25661,23706
1941-11-29,698,24225,2889,29643
1941-11-30,699,25624,26027,13209
1941-12-01,700,27454,17896,13210
1941-12-02,701,23863,16132,8157
1941-12-03,702,10747,16559,5116
1941-12-04,703,11599,1158,16134
1941-12-05,704,25663,5572,24317
1941-12-06,705,20884,24749,29045
1941-12-07,706,14372,19120,21189
1941-12-08,707,1140,1494,27562
1941-12-09,708,3934,9717,11818
1941-12-10,709,12853,19853,12215
1941-12-11,710,28802,22156,27069
1941-12-12,711,285,12276,13282
1941-12-13,712,7632,21659,11517
1941-12-14,713,22261,22810,28409
1941-12-15,714,3361,25427,22871
1941-12-16,715,16207,7686,15142
1941-12-17,716,1812,1081,24640
1941-12-18,717,20273,16277,13592
1941-12-19,718,23197,27424,27700
1941-12-20,719,12498,2484,5192
1941-12-21,720,24033,18708,4403
1941-12-22,721,12865,23092,18435
1941-12-23,722,20232,6505,27171
1941-12-24,723,12594,7694,17707
1941-12-25,724,25286,20538,15120
1941-12-26,725,27540,5473,18347
1941-12-27,726,17358,15798,24673
1941-12-28,727,17372,6500,415
1941-12-29,728,9219,6511,606
1941-12-30,729,18656,4259,25291
1941-12-31,730,1095,24501,5417
1942-01-01,731,25753,23217,11841
1942-01-02,732,22568,2666,29791
1942-01-03,733,19785,20285,9619
1942-01-04,734,12939,21247,5176
1942-01-05,735,12462,3344,18506
1942-01-06,736,29497,17171,20458
1942-01-07,737,20671,22803,6336
1942-01-08,738,128,26822,26273
1942-01-09,739,27554,10204,19153
1942-01-10,740,23445,26094,9110
1942-01-11,741,6919,30050,24968
1942-01-12,742,2568,22808,28195
1942-01-13,743,19157,15412,26886
1942-01-14,744,26463,12188,20223
1942-01-15,745,13269,2207,28991
1942-01-16,746,26830,20833,16937
1942-01-17,747,16938,28931,4368
1942-01-18,748,17456,15052,28718
1942-01-19,749,8023,28659,24276
1942-01-20,750,8437,14336,19561
1942-01-21,751,1481,2942,9060
1942-01-22,752,16974,5165,11465
1942-01-23,753,2122,16245,16153
1942-01-24,754,19541,21010,20273
1942-01-25,755,19503,21014,8731
1942-01-26,756,10160,19170,14116
1942-01-27,757,25746,19117,1905
1942-01-28,758,20967,30067,8397
1942-01-29,759,22429,21272,11411
1942-01-30,760,784,11457,17753
1942-01-31,761,13087,13301,5588
1942-02-01,762,4781,402,26488
1942-02-02,763,19545,1143,26117
1942-02-03,764,28311,28309,13708
1942-02-04,765,19809,14831,9598
1942-02-05,766,24313,14793,9903
1942-02-06,767,14009,765,1791
1942-02-07,768,29779,7712,27235
1942-02-08,769,7705,11530,26852
1942-02-09,770,21028,27957,2675
1942-02-10,771,15411,3378,7720
1942-02-11,772,28180,9755,21605
1942-02-12,773,404,20648,15526
1942-02-13,774,22475,2239,25400
1942-02-14,775,8850,8803,8459
1942-02-15,776,14050,15534,11364
1942-02-16,777,8814,20949,20133
1942-02-17,778,17262,17361,13343
